Lon,Lat,C_K_L_ESM,B_K_L_ESM,U_K_L_ESM
29,57,0.315762435,0.513913813,0.170323752
29,58,0.295350706,0.547685608,0.156963686
29,59,0.256873269,0.587790595,0.155336137
29,60,0.255437386,0.590564673,0.153997941
29,61,0.279483512,0.575229434,0.145287054
29,62,0.291121146,0.552977928,0.155900926
29,63,0.310087529,0.525482058,0.164430413
29,64,0.317223845,0.50364964,0.179126515
29,65,0.32479719,0.479987534,0.195215276
29,66,0.32769246,0.443095133,0.229212407
29,67,0.338273927,0.434417095,0.227308978
29,68,0.338512467,0.440379879,0.221107654
29,69,0.359851908,0.420251251,0.219896842
29,70,0.364907333,0.418911854,0.216180813
29,71,0.341364735,0.425672423,0.232962843
